Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1001966,84,66,2581,484.03,640.23,1,1,501,1406, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001967,81,73,1962,641.23,641.23,0,0,175,1407, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001968,121,59,2704,241.53,292.03,0,1,204,1408, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001969,60,65,1971,243.5,289.06,0,1,3605,1409, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001970,30,65,1878,282.33,281.33,0,0,420,1410, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001971,46,17,1971,244.5,312.4,1,1,622,1411, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001972,71,72,1885,147.5,145.56,0,1,742,1412, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001973,34,83,1885,121.31,120.31,0,0,472,1413, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001974,14,50,1770,484.03,485.03,0,0,15,1414, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001975,78,110,1248,96.09,153.26,0,0,122,1415, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001976,40,50,1109,292.94,292.94,0,0,323,1416, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001977,86,161,2569,310.43,311.43,0,0,134,1417, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001978,42,99,2631,154.26,155.26,0,0,53,1418, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001979,32,89,1207,387.06,386.06,0,0,310,1419, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001980,130,93,2444,767.33,766.33,0,0,68,1420, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001981,103,23,1770,486.03,485.03,0,0,13,1421, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001982,114,75,2492,447.23,446.23,0,0,40,1422, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001983,1,161,2539,115.43,116.43,0,0,55,1423, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001985,76,152,1216,389.03,445.23,0,0,80,1424, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001986,57,43,1902,446.23,445.23,0,0,27,1425, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001987,65,129,1571,631.53,630.53,0,0,41,1426, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001988,139,86,1993,150.35,150.35,0,0,285,1427, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001989,87,102,2306,270.69,350.23,0,0,53,1428, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001990,100,81,1558,639.23,639.23,0,0,14,1429, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001991,43,34,2569,328.89,327.89,0,0,298,1430, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001992,86,23,2490,194.03,329.83,0,0,540,1431, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001993,51,76,2539,121.28,145.53,0,0,297,1432, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001994,8,41,2581,610.13,610.13,0,0,27,1433, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001995,91,57,2640,282.33,280.33,0,0,134,1434, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001996,46,149,1525,265.78,290.03,0,1,26,1435, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001997,120,34,2664,282.3,283.3,0,0,323,1436, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001998,48,26,1109,235.71,320.13,0,0,339,1437, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001999,85,34,1571,582.03,582.03,0,0,123,1438, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002000,19,50,2306,242.5,308.52,0,0,53,1439, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002001,30,80,1438,194,242.5,0,0,68,1440, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002002,41,58,1207,314.34,312.34,0,0,188,1441, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002003,72,13,2760,242.53,242.53,0,0,527,1442, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002004,11,39,1558,581.03,582.03,0,0,123,1443, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002005,82,99,2704,242.53,292.03,0,0,176,1444, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002007,72,75,1778,178.48,180.48,0,0,217,1445, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002008,30,65,1558,641.23,639.23,0,0,107,1446, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002009,5,99,2290,162.02,309.49,1,1,12137,1447, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002010,133,124,2490,290.03,292.03,0,0,269,1448, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002011,106,67,2126,436.53,532.53,0,1,149,1449, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002012,114,80,1754,324.04,322.04,0,0,648,1450, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002013,138,102,2640,320.13,321.13,0,0,42,1451, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002014,118,74,1971,281.36,279.36,0,0,121,1452, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002015,47,94,2664,327.89,326.89,0,0,338,1453, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002016,114,59,2704,244.44,246.44,0,0,243,1454, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002017,117,20,1803,176.57,177.57,0,0,270,1455, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002019,42,132,2139,296.82,298.82,0,0,26,1456, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002020,103,73,2490,243.5,244.5,0,0,96,1457, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002021,60,23,2640,292.03,292.03,0,0,69,1458, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002022,44,64,1885,119.37,118.37,0,0,324,1459, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002023,76,39,1247,446.23,446.23,0,0,14,1460, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002024,20,94,2707,221.19,220.19,0,0,163,1461, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002025,43,17,1902,445.23,447.23,0,0,26,1462, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002026,120,39,2664,281.3,282.3,0,0,540,1463, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002027,62,110,1216,436.53,436.53,0,0,28,1464, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002029,115,58,1543,474.39,474.39,0,0,68,1465, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002030,36,77,1109,254.17,304.58,0,0,149,1466, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002031,43,59,1754,310.43,309.43,0,0,188,1467, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002032,76,24,2826,246.38,290.03,0,0,838,1468, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002033,85,93,1109,279.36,320.13,0,0,215,1469, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002034,41,177,1778,175.6,174.6,0,0,109,1470, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002035,60,77,2290,270.63,272.63,0,0,418,1471, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002036,117,186,2760,241.53,242.53,0,0,55,1472, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1002037,97,29,2539,121.28,121.28,0,0,67,1473, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
